faculty,role,sex,years_affiliated,prior_csr,csr_sources,likert_answers
CITHM,officer,Female,Less than 1 year,None,"Social Media, Emails","Agree, Agree, Agree, Agree, Strongly Agree, Strongly Agree, Somewhat Agree, Disagree, Agree, Somewhat Agree, Agree, Disagree, Agree, Agree, Strongly Agree, Somewhat Agree, Agree, Strongly Agree, Agree, Strongly Disagree, Strongly Agree, Somewhat Agree, Strongly Agree, Strongly Agree, Somewhat Agree, Strongly Disagree, Somewhat Agree, Somewhat Agree, Strongly Disagree, Strongly Agree, Agree, Strongly Disagree, Somewhat Agree"
